2448;0
1151;0
1188;0
848;0
602;0
622;0
177;0
279;0
168;0
308;0
218;0
80;0
315;0
322;0
67;0
187;0
162;0
170;0
191;0
81;0
174;0
206;0
207;0
21;0
125;0
64;0
6;0
63;0
109;0
374;0
28;0
19;0
4;0
32;0
9;0
38;0
56;0
31;1
30;0
26;0
39;1
8;0
120;0
21;0
93;0
33;0
25;0
55;0
29;1
28;0
122;0
28;1
315;0
76;0
75;0
48;0
118;0
127;0
2;0
49;0
4;0
42;0
69;0
13;0
51;0
61;0
269;0
59;0
1;0
5;0
4;0
107;0
8;1
34;0
47;0
1;0
14;0
0;1
1;0
6;1
2;1
2;1
40;0
12;0
79;0
38;0
31;0
167;0
16;0
2;1
22;1
55;0
31;0
1;0
57;0
32;0
3;0
1;0
42;0
6;0
1;0
18;1
15;0
1;0
11;0
269;0
23;1
5;0
16;0
35;0
5;0
1;0
16;0
66;0
4;1
31;0
55;1
1;1
2;0
0;1
8;0
13;0
23;0
2;1
3;0
6;0
30;0
1;0
4;0
36;1
0;1
13;0
64;0
45;0
2;0
5;0
57;1
20;0
1;0
1;1
1;0
72;1
3;0
32;0
1;0
21;1
23;1
1;0
1;0
34;0
5;0
0;1
29;0
0;1
9;0
0;1
13;0
2;1
35;0
0;1
4;0
10;0
3;0
9;0
3;0
37;0
1;1
12;0
9;1
6;0
2;0
13;0
16;0
28;0
0;1
2;0
0;1
2;0
1;1
7;0
5;0
2;1
3;0
20;0
4;1
89;0
1;0
10;0
7;0
46;0
14;0
4;1
2;1
0;1
2;1
3;0
1;0
1;0
24;1
15;0
17;0
3;1
12;0
3;0
1;0
1;1
20;0
62;0
12;0
1;0
3;1
1;0
2;1
0;1
36;1
2;0
0;1
24;0
5;1
14;1
3;1
19;0
2;0
1;0
25;0
1;0
2;0
6;0
1;0
27;0
1;1
60;0
8;0
16;0
1;0
27;0
7;0
26;0
2;0
7;0
1;0
4;0
2;0
3;1
9;1
23;0
1;0
0;1
41;1
3;0
11;0
2;0
6;0
8;0
0;1
0;1
9;1
1;0
2;0
12;0
2;1
96;1
1;1
39;0
1;0
1;1
3;1
7;0
71;1
13;0
9;0
22;1
1;0
29;1
0;1
3;0
34;0
196;1
14;0
2;0
7;1
4;1
3;0
1;0
0;1
7;1
6;0
28;1
20;0
9;1
0;1
3;0
1;0
26;0
15;0
0;1
8;0
40;1
10;1
17;0
1;1
1;0
0;1
0;1
3;0
3;0
13;0
21;0
2;0
8;1
33;0
4;1
3;1
13;0
24;1
11;0
6;0
5;0
0;1
1;1
89;0
25;0
2;0
45;1
9;0
12;1
30;1
46;1
11;1
5;0
2;1
5;0
2;0
12;0
5;0
13;1
3;0
2;0
1;0
8;0
1;0
11;1
10;1
0;1
2;0
3;1
2;0
4;0
10;1
18;0
1;1
40;1
10;0
5;0
12;0
0;1
4;0
3;1
1;1
0;1
6;0
10;0
4;1
3;0
1;0
3;1
3;0
5;0
2;0
4;0
23;0
0;1
2;0
6;0
80;1
3;1
6;1
1;0
12;1
2;1
1;1
2;1
4;1
23;0
13;0
4;0
3;0
2;0
0;1
22;0
6;0
1;0
14;0
1;1
2;0
3;0
1;0
24;0
50;1
67;1
6;1
5;0
2;0
0;1
0;1
1;0
0;1
28;1
2;0
6;0
17;1
0;1
32;0
16;1
1;1
37;1
0;1
1;0
3;0
13;1
6;0
7;0
5;1
1;0
1;0
8;0
2;1
10;0
3;1
0;1
4;0
0;1
3;0
16;1
1;0
11;0
1;0
3;0
3;0
8;0
30;0
2;1
7;0
32;1
5;1
13;0
0;1
17;0
2;1
2;0
28;1
4;0
13;1
14;1
0;1
19;1
7;1
1;0
7;1
48;1
1;0
14;0
2;1
4;0
2;1
29;1
0;1
0;1
0;1
1;0
1;0
12;0
9;0
2;0
1;0
8;1
1;0
4;0
2;0
4;0
4;0
69;1
0;1
4;1
1;0
7;0
1;0
0;1
1;0
0;1
0;1
5;0
37;1
0;1
8;0
14;0
4;0
0;1
0;1
10;0
2;0
2;0
1;0
18;0
0;1
0;1
0;1
74;1
67;1
1;0
1;0
2;0
0;1
0;1
19;0
5;0
7;0
1;0
0;1
11;0
1;1
6;0
38;1
5;1
2;1
23;1
9;0
31;1
17;0
33;1
52;1
2;0
8;0
1;1
13;0
6;0
0;1
11;0
29;1
2;0
0;1
6;1
11;0
2;1
10;1
30;1
13;0
3;0
2;1
15;1
13;0
4;0
3;0
5;0
11;0
25;1
9;1
59;1
1;1
4;1
0;1
39;1
5;0
17;1
0;1
3;0
35;1
11;1
5;1
8;0
11;0
0;1
6;0
4;0
9;0
27;1
3;0
4;0
0;1
60;1
1;0
8;1
2;0
46;1
16;1
0;1
2;1
16;1
16;0
18;0
5;1
2;0
1;0
8;0
0;1
5;0
0;1
0;1
3;0
4;0
0;1
20;1
0;1
1;0
29;1
27;1
2;1
4;0
0;1
19;0
11;0
0;1
10;0
57;1
16;0
0;1
35;1
4;0
6;0
0;1
1;0
5;0
3;1
1;0
11;1
1;0
19;1
0;1
4;1
5;0
19;1
1;0
5;0
19;0
10;1
7;0
1;0
2;0
7;1
1;0
1;0
33;1
24;1
21;0
3;0
3;0
1;0
0;1
0;1
96;1
0;1
5;0
4;0
0;1
2;0
5;0
1;0
0;1
0;1
4;0
4;0
1;0
2;0
55;1
2;0
2;0
40;1
0;1
20;1
1;0
1;0
6;0
1;1
6;1
9;0
1;0
5;1
2;0
16;0
2;1
3;1
43;1
0;1
4;0
6;1
1;0
2;1
12;1
1;0
1;1
71;1
16;0
0;1
13;0
6;1
1;0
4;1
2;0
18;0
15;1
1;0
0;1
2;0
0;1
13;0
12;0
4;1
42;1
8;1
10;0
74;1
2;0
1;0
1;0
1;0
2;0
0;1
9;0
3;1
6;1
3;1
0;1
8;0
3;0
0;1
26;1
7;0
25;0
3;1
0;1
17;1
18;0
41;1
2;1
5;0
11;0
56;1
31;1
9;0
67;1
0;1
1;0
0;1
18;1
16;0
7;0
2;0
1;0
5;0
13;1
4;0
0;1
3;1
4;0
5;1
3;0
0;1
3;0
2;0
15;0
11;0
16;1
0;1
5;0
13;0
5;0
10;1
0;1
10;0
9;0
17;1
0;1
7;0
11;1
9;0
8;1
1;0
0;1
0;1
3;0
18;1
3;0
6;0
0;1
16;1
1;1
1;0
0;1
1;0
0;1
5;1
4;1
